"id","edicao","topico","titulo","link","selecionado","foco","nivel","aplicacao","tema","tecnologia"
"10-3F3",10,Statistics Education at the post-secondary level,"3F3: Statistics as rhetoric: why a statistics education must incorporate communication skills",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_3F3.pdf,0,,Superior,,,
"10-3G1",10,Statistics Education at the post-secondary level,"3G1: An analysis of patterns of classroom talk in an IT environment",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_3G1.pdf,0,,Superior,,,
"10-3G2",10,Statistics Education at the post-secondary level,"3G2: Students’ preferences when choosing data Sets with different characteristics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_3G2.pdf,0,,Superior,,,
"10-3G3",10,Statistics Education at the post-secondary level,"3G3: Enhancing civic statistical knowledge of secondary preservice teachers for mathematics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_3G3.pdf,1,professor,Superior,ferramenta,tecnologia,Fathom
"10-3H1",10,Statistics Education at the post-secondary level,"3H1: Developing students’ causal understanding of sampling variability: A design research study",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_3H1.pdf,0,,Superior,,,
"10-3H2",10,Statistics Education at the post-secondary level,"3H2: Learning through Induced Errors: A Garden-path Approach to Introductory Statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_3H2.pdf,0,,Superior,,,
"10-3H3",10,Statistics Education at the post-secondary level,"3H3: Using a problem-driven approach for teaching statistics at the African Institute for Mathematical Sciences",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_3H3.pdf,0,,Superior,,,
"10-4A2",10,Improving teaching and capacity in Statistics Education,"4A2: Professional development programs for statistics teachers: the role of reflection",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4A2.pdf,0,,,,,
"10-4A3",10,Improving teaching and capacity in Statistics Education,"4A3: Brazilian research contributions to the investigation field and to the practice in statistics education in early childhood",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4A3.pdf,0,,,,,
"10-4A4",10,Improving teaching and capacity in Statistics Education,"4A4: Creative insubordination and the argumentative process in Statistical Education in early childhood",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4A4.pdf,0,,,,,
"10-4B1",10,Improving teaching and capacity in Statistics Education,"4B1: Early Childhood Experiences In Inferential Statistics Using An Inquiry Approach",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4B1.pdf,0,,,,,
"10-4B2",10,Improving teaching and capacity in Statistics Education,"4B2: Data representations in a STEM context: The performance of catapults",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4B2.pdf,0,,,,,
"10-4B3",10,Improving teaching and capacity in Statistics Education,"4B3: Scaffolding data conversations in a primary classroom",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4B3.pdf,0,,,,,
"10-4C2",10,Improving teaching and capacity in Statistics Education,"4C2: The math textbook, a support for the ISLP?",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4C2.pdf,0,,,,,
"10-4C3",10,Improving teaching and capacity in Statistics Education,"4C3: Narratives of Brazilian participants in the International Posters Competition",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4C3.pdf,0,,,,,
"10-4E1",10,Improving teaching and capacity in Statistics Education,"4E1: Assessing the association between quantitative maturity and student performance in an introductory statistics class: simulation-based vs non simulation-based",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4E1.pdf,0,,,,,
"10-4E2",10,Improving teaching and capacity in Statistics Education,"4E2: Secondary school teachers’ knowledge of the standard deviation concept",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4E2.pdf,0,,,,,
"10-4E3",10,Improving teaching and capacity in Statistics Education,"4E3: Capacity Building of Statistics Teachers through Mentoring and other Innovative Ways",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4E3.pdf,0,,,,,
"10-4F1",10,Improving teaching and capacity in Statistics Education,"4F1: Teaching Average Through Implementing Cognitively Demanding Statistical Tasks",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4F1.pdf,0,,,,,
"10-4F2",10,Improving teaching and capacity in Statistics Education,"4F2: Exploration of preschool teachers’ representativeness notions of statistical graphs",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4F2.pdf,0,,,,,
"10-4F3",10,Improving teaching and capacity in Statistics Education,"4F3: College Instructors’ Attitudes toward Confidence Intervals",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4F3.pdf,0,,,,,
"10-4G1",10,Improving teaching and capacity in Statistics Education,"4G1: Evaluating the quality of the Master’s Program in Statistics: a study of the curriculum effect on the quality of students' master theses",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4G1.pdf,0,,,,,
"10-4G2",10,Improving teaching and capacity in Statistics Education,"4G2: What kind of content remains in memory after a Continuous professional development for statistics? Results of an interview study",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4G2.pdf,0,,,,,
"10-4G3",10,Improving teaching and capacity in Statistics Education,"4G3: Professional Development to Transform Middle and High School Teachers' Understandings about Distribution",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4G3.pdf,0,,,,,
"10-4H1",10,Improving teaching and capacity in Statistics Education,"4H1: Statistically deep learning based on the investigative cycle of a sixth-grade elementary school student",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4H1.pdf,0,,,,,
"10-4H2",10,Improving teaching and capacity in Statistics Education,"4H2: Comparing the HyFlex (Hybrid-Flexible) Model of Course Delivery in an Introductory Statistics Course and a Probability and Statistics Course for Engineers and Scientists",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4H2.pdf,0,,,,,
"10-4H3",10,Improving teaching and capacity in Statistics Education,"4H3: Using A Group Cooperative Learning Approach in Teaching Statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4H3.pdf,0,,,,,
"10-4I1",10,Improving teaching and capacity in Statistics Education,"4I1: Activities to learn fundamental ideas in statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4I1.pdf,0,,,,,
"10-4I2",10,Improving teaching and capacity in Statistics Education,"4I2: Development and Implementation of In-class Activities in a Large Introductory Statistics Classroom",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4I2.pdf,0,,,,,
"10-4I3",10,Improving teaching and capacity in Statistics Education,"4I3: Use of quizzes in large statistical lectures",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4I3.pdf,0,,,,,
"10-4J2",10,Improving teaching and capacity in Statistics Education,"4J2: A study of students' attitudes change and performance improvement in a flip class",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4J2.pdf,0,,,,,
"10-4J3",10,Improving teaching and capacity in Statistics Education,"4J3: A Framework and Survey for Measuring Instructors’ Motivational Attitudes Toward Statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4J3.pdf,0,,,,,
"10-4K1",10,Improving teaching and capacity in Statistics Education,"4K1: Statistical education in department of industrial and management systems engineering of Waseda university",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4K1.pdf,0,,,,,
"10-4K2",10,Improving teaching and capacity in Statistics Education,"4K2: Statistical Education Initiatives at Rikkyo University",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4K2.pdf,0,,,,,
"10-4K3",10,Improving teaching and capacity in Statistics Education,"4K3: Statistics major offered by the Department of Mathematics at Keio University: Curriculum and student-led events",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4K3.pdf,0,,,,,
"10-4K4",10,Improving teaching and capacity in Statistics Education,"4K4: Bringing Up Data Scientists in Japan: Yokohama City University",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_4K4.pdf,0,,,,,
"10-5A1",10,"Statistics Education in the workplace, government and across disciplines","5A1: Official Statistics for Education – Variety of statistical education web contents offered by Statistics Bureau of Japan",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5A1.pdf,0,,,,,
"10-5A2",10,"Statistics Education in the workplace, government and across disciplines","5A2: Official Statistics for Education - Advocating statistics education for official statistics as public goods",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5A2.pdf,0,,,,,
"10-5A3",10,"Statistics Education in the workplace, government and across disciplines","5A3: Initiatives of Statistical Research and Training Institute in Japan – for development of statistical literacy of government officials",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5A3.pdf,0,,,,,
"10-5C1",10,"Statistics Education in the workplace, government and across disciplines","5C1: Statistical Training in Support of Evidence Based Policy Making",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5C1.pdf,0,,,,,
"10-5C2",10,"Statistics Education in the workplace, government and across disciplines","5C2: Changing system of Statistics Education for Official Statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5C2.pdf,0,,,,,
"10-5C3",10,"Statistics Education in the workplace, government and across disciplines","5C3: Education of Data Science in Japan: Shiga University Model",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5C3.pdf,0,,,,,
"10-5D2",10,"Statistics Education in the workplace, government and across disciplines","5D2: Flanders’ Training Network for Methodology and Statistics (FLAMES)",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5D2.pdf,0,,,,,
"10-5D3",10,"Statistics Education in the workplace, government and across disciplines","5D3: Industry Collaboration through Work-Integrated Learning in a Capstone Unit",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5D3.pdf,0,,,,,
"10-5E1",10,"Statistics Education in the workplace, government and across disciplines","5E1: A statistics module that interactively engages undergraduate medical students",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5E1.pdf,1,aluno,Superior,conteúdo,"conteúdo,pedagogia",SPSS
"10-5E2",10,"Statistics Education in the workplace, government and across disciplines","5E2: The role of mathematics anxiety and statistics anxiety in learning statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5E2.pdf,0,,,,,
"10-5E3",10,"Statistics Education in the workplace, government and across disciplines","5E3: Psychological factors associated with academic performance in statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5E3.pdf,0,,,,,
"10-5F1",10,"Statistics Education in the workplace, government and across disciplines","5F1: Evidence-based assessment and policy-making for cultural demands at Chinese Rural Areas",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5F1.pdf,0,,,,,
"10-5F2",10,"Statistics Education in the workplace, government and across disciplines","5F2: Teaching Basic Statistics Using Integrated Global Census and Survey Data",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5F2.pdf,0,,,,,
"10-5F3",10,"Statistics Education in the workplace, government and across disciplines","5F3: Adult Learning as a Chance for Improving Statistical Literacy of Decision Makers: Focusing the Case of Croatia",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5F3.pdf,0,,,,,
"10-5G1",10,"Statistics Education in the workplace, government and across disciplines","5G1: Statistics education within research methods teaching",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5G1.pdf,0,,,,,
"10-5G2",10,"Statistics Education in the workplace, government and across disciplines","5G2: Integrating collaboration, communication and problem solving to promote innovation in statistics education",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5G2.pdf,0,,,,,
"10-5G3",10,"Statistics Education in the workplace, government and across disciplines","5G3: International Program in Survey and Data Science",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5G3.pdf,0,,,,,
"10-5H1",10,"Statistics Education in the workplace, government and across disciplines","5H1: Statistics education for public health nurses in the statistics seminar",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5H1.pdf,0,,,,,
"10-5H2",10,"Statistics Education in the workplace, government and across disciplines","5H2: A short classroom-based workshop on Latent Class Analysis",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5H2.pdf,0,,,,,
"10-5H3",10,"Statistics Education in the workplace, government and across disciplines","5H3: The Multiple Choice Question: Assessing Statistical Literacy and Critical Thinking in the Introductory Statistics Course at the College Level",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5H3.pdf,0,,,,,
"10-5I1",10,"Statistics Education in the workplace, government and across disciplines","5I1: Five-year follow up survey of usage of tools given in a one-day sample size course",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5I1.pdf,1,profissionais,NA,ferramenta,tecnologia,Excel
"10-5I2",10,"Statistics Education in the workplace, government and across disciplines","5I2: Practical Education of Statistics for Veterinary Medicine and Animal Science",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5I2.pdf,1,aluno,Superior,ferramenta,"conteúdo,tecnologia",R
"10-5I3",10,"Statistics Education in the workplace, government and across disciplines","5I3: Back to basics? Identifying educational needs in statistical consulting",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5I3.pdf,0,,,,,
"10-5J1",10,"Statistics Education in the workplace, government and across disciplines","5J1: Education of Statistical Quality Control by the Union of Japanese Scientists and Engineers – Practical Statistics Education for Engineers in Industries",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5J1.pdf,0,,,,,
"10-5J2",10,"Statistics Education in the workplace, government and across disciplines","5J2: Active Learning of Statistical Quality Control in Practice with Hope-add-inn",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5J2.pdf,0,aluno,,ferramenta,pedagogia,JMP
"10-5J3",10,"Statistics Education in the workplace, government and across disciplines","5J3: The Quality Management Certificate Examination in Japan",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_5J3.pdf,0,,,,,
"10-6A1",10,Innovations in teaching probability,"6A1: Conditional probability: friend or foe?",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6A1.pdf,0,,,,,
"10-6A2",10,Innovations in teaching probability,"6A2: The effect of visualizing statistical information in Bayesian reasoning problems",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6A2.pdf,0,,,,,
"10-6A3",10,Innovations in teaching probability,"6A3: Frequency phobia in spite of probability blindness",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6A3.pdf,0,,,,,
"10-6B1",10,Innovations in teaching probability,"6B1: Categorizing errors in Bayesian situations",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6B1.pdf,0,,,,,
"10-6B2",10,Innovations in teaching probability,"6B2: Classroom activity in Secondary School for introducing conditional probability",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6B2.pdf,0,,,,,
"10-6B3",10,Innovations in teaching probability,"6B3: Year 13 students’ reasoning from an eikosogram: an exploratory study",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6B3.pdf,0,,,,,
"10-6C1",10,Innovations in teaching probability,"6C1: Do high school students understand the sampling distribution of a proportion?",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6C1.pdf,0,,,,,
"10-6C3",10,Innovations in teaching probability,"6C3: Fundamental Ideas in the Probabilistic Reasoning of High-School Students in Binomial Distribution Activities",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6C3.pdf,0,,,,,
"10-6D1",10,Innovations in teaching probability,"6D1: Applying probability rules to games of chance than involve risk: a didactical strategy",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6D1.pdf,0,,,,,
"10-6D2",10,Innovations in teaching probability,"6D2: Extending introductory probability through games",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6D2.pdf,0,,,,,
"10-6D3",10,Innovations in teaching probability,"6D3: Understanding randomness: From gimmicks to effective learning",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6D3.pdf,0,,,,,
"10-6E1",10,Innovations in teaching probability,"6E1: Fundamental Concepts and their Key Properties in Probability – How to Identify them and Provide Sustaining Intuitions",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6E1.pdf,0,,,,,
"10-6E2",10,Innovations in teaching probability,"6E2: Integrating theoretical and empirical considerations - Young students' understanding of the empirical law of large numbers",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6E2.pdf,1,aluno,Básico,ferramenta,tecnologia,Excel
"10-6E3",10,Innovations in teaching probability,"6E3: A study on mathematical activity with a focus on linking the theoretical and experimental approaches to probability",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6E3.pdf,0,,,,,
"10-6F1",10,Innovations in teaching probability,"6F1: Effectiveness of Use of Diagrams for Teaching Conditional Probability from A Semiotics Viewpoint",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6F1.pdf,0,,,,,
"10-6F2",10,Innovations in teaching probability,"6F2: On the use of key words and visual representations in solving probability problems",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6F2.pdf,0,,,,,
"10-6F3",10,Innovations in teaching probability,"6F3: Integrating Computational Learning in Probability",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6F3.pdf,1,aluno,Superior,conteúdo,"conteúdo,curriculo","R,R Markdown"
"10-6G1",10,Innovations in teaching probability,"6G1: A survey of teachers’ self-reported practices of probability teaching in primary and secondary school levels in Québec",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6G1.pdf,0,,,,,
"10-6G2",10,Innovations in teaching probability,"6G2: Using Activity-Based Cooperative Learning Materials to Develop High School Students’ Critical Thinking and Problem Solving Skills in Statistics and Probability",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6G2.pdf,0,,,,,
"10-6G3",10,Innovations in teaching probability,"6G3: Granular Density in the Evolving University Probability Course",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6G3.pdf,0,,,,,
"10-6H1",10,Innovations in teaching probability,"6H1: Students' Conveyed Meanings for Probability",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6H1.pdf,0,,,,,
"10-6H2",10,Innovations in teaching probability,"6H2: The Problem with Deciding if Order Matters",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6H2.pdf,0,,,,,
"10-6H3",10,Innovations in teaching probability,"6H3: The Challenge of Teaching Probability to elderly people",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_6H3.pdf,0,,,,,
"10-7A1",10,Statistical Literacy in the wider society,"7A1: Understanding statistics about society: A framework of knowledge and skills needed to engage with Civic Statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7A1.pdf,0,,,,,
"10-7A2",10,Statistical Literacy in the wider society,"7A2: Developing Official Statistics Literacy: A proposed model and implications",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7A2.pdf,0,,,,,
"10-7A3",10,Statistical Literacy in the wider society,"7A3: Civic.Stat.Map - Mapping Datasets, Viz tools, Statistical Concepts and Social Themes",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7A3.pdf,1,aluno,"Básico,Superior",ferramenta,tecnologia,"iNZight,JMP,R,Tableau,R Shiny"
"10-7B1",10,Statistical Literacy in the wider society,"7B1: How to collaborate with the media to enhance statistical literacy of the general public",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7B1.pdf,0,,,,,
"10-7B3",10,Statistical Literacy in the wider society,"7B3: ISLP past and now",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7B3.pdf,0,,,,,
"10-7C1",10,Statistical Literacy in the wider society,"7C1: Visualizing statistical information with unit squares",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7C1.pdf,0,,,,,
"10-7C2",10,Statistical Literacy in the wider society,"7C2: T(h)ree steps to improve Bayesian reasoning",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7C2.pdf,0,,,,,
"10-7C3",10,Statistical Literacy in the wider society,"7C3: Vocational training students’ reading levels of statistical graphs",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7C3.pdf,0,,,,,
"10-7D1",10,Statistical Literacy in the wider society,"7D1: What happens when attitudes toward statistics change (increase vs descrease) during the course?",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7D1.pdf,0,,,,,
"10-7D2",10,Statistical Literacy in the wider society,"7D2: Metacognitive Scaffolding to Develop Critical Consumers of Research",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7D2.pdf,0,,,,,
"10-7D3",10,Statistical Literacy in the wider society,"7D3: The use of Socrative in promoting classroom engagement: a qualitative investigation",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7D3.pdf,0,,,,,
"10-7E1",10,Statistical Literacy in the wider society,"7E1: Towards a Framework for Interrogating Data-Based Augments Perpetuated in Social Media",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7E1.pdf,0,,,,,
"10-7E2",10,Statistical Literacy in the wider society,"7E2: Educating Older People for Retirement Housing Decisions A Case Study in Australia",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7E2.pdf,0,,,,,
"10-7E3",10,Statistical Literacy in the wider society,"7E3: The use of technology and social media in teaching Statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7E3.pdf,1,aluno,NI,ferramenta,tecnologia,"R Shiny,R Markdown,R"
"10-7F1",10,Statistical Literacy in the wider society,"7F1: Big Data literacy",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7F1.pdf,0,,,,,
"10-7F2",10,Statistical Literacy in the wider society,"7F2: Statistics, Reality, Truth",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7F2.pdf,0,,,,,
"10-7F3",10,Statistical Literacy in the wider society,"7F3: Teaching and learning about tree-based methods for exploratory data analysis",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7F3.pdf,1,aluno,NI,ferramenta,tecnologia,"Arbor,CODAP"
"10-7H1",10,Statistical Literacy in the wider society,"7H1: Statistical literacy, reasoning and thinking in mathematics teachers training",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7H1.pdf,0,,,,,
"10-7H3",10,Statistical Literacy in the wider society,"7H3: Training on Statistics for Teachers of Daan Sarile Integrated School in Cabanatuan City, Nueva Ecija, Philippines",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_7H3.pdf,0,,,,,
"10-8A1",10,New approaches to research in Statistics Education,"8A1: Teaching Statistical Inference at the University Level: the Italian Experience",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8A1.pdf,0,,,,,
"10-8A2",10,New approaches to research in Statistics Education,"8A2: Improving the Interpretation of Confidence and Credible Intervals",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8A2.pdf,0,,,,,
"10-8A3",10,New approaches to research in Statistics Education,"8A3: Confidence intervals and replication - the reality",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8A3.pdf,0,,,,,
"10-8B1",10,New approaches to research in Statistics Education,"8B1: Teaching replication",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8B1.pdf,0,,,,,
"10-8B2",10,New approaches to research in Statistics Education,"8B2: Using “statcheck” to Detect and Prevent Statistical Reporting Inconsistencies",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8B2.pdf,0,,,,,
"10-8B3",10,New approaches to research in Statistics Education,"8B3: A simulation study of the strength of evidence in the recommendation of medications based on two trials with statistically significant results",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8B3.pdf,0,,,,,
"10-8C1",10,New approaches to research in Statistics Education,"8C1: Using the Toulmin model of argumentation to validate students' inferential reasoning",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8C1.pdf,0,,,,,
"10-8C2",10,New approaches to research in Statistics Education,"8C2: Assessing statistical literacy and statistical reasoning",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8C2.pdf,0,,,,,
"10-8C3",10,New approaches to research in Statistics Education,"8C3: Students’ conceptual understanding of the relationship between study design and conclusions in an introductory statistics course",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8C3.pdf,0,,,,,
"10-8D1",10,New approaches to research in Statistics Education,"8D1: Finding meaning in a multivariable world: A conceptual approach to an algebra-based second course in statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8D1.pdf,1,aluno,Superior,ferramenta,tecnologia,"R,JMP"
"10-8D2",10,New approaches to research in Statistics Education,"8D2: Enhancing learning outcomes with 'big data' from pedagogy for conceptual thinking with Meaning Equivalence Reusable Learning Objects (MERLO) and Interactive Concept Discovery (INCOD)",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8D2.pdf,0,,,,,
"10-8D3",10,New approaches to research in Statistics Education,"8D3: Comparison of testing and evaluation methods for new resources in statistical education",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8D3.pdf,0,,,,,
"10-8E1",10,New approaches to research in Statistics Education,"8E1: Use of the focusing framework for characterizing students’ foci of attention when reasoning about data distributions",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8E1.pdf,1,aluno,Básico,ferramenta,tecnologia,Tinkerplots
"10-8E2",10,New approaches to research in Statistics Education,"8E2: Revealing Conceptual Difficulties when Interpreting Histograms: An Eye-Tracking Study",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8E2.pdf,0,,,,,
"10-8E3",10,New approaches to research in Statistics Education,"8E3: Towards a research-based framework for statistics education",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_8E3.pdf,0,,,,,
"10-9A1",10,Statistics Education with Technology and Multimedia Resources,"9A1: Co-Design of the Common Online Data Analysis Platform (CODAP) for cross-disciplinary use at grades 6–14",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9A1.pdf,1,NA,Básico,ferramenta,tecnologia,CODAP
"10-9A2",10,Statistics Education with Technology and Multimedia Resources,"9A2: Developing E-Modules to Support Preservice Secondary Mathematics Teachers’ Statistical Thinking",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9A2.pdf,1,professor,Básico,ferramenta,tecnologia,CODAP
"10-9A3",10,Statistics Education with Technology and Multimedia Resources,"9A3: Gaining iNZights from Data",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9A3.pdf,1,aluno,NI,ferramenta,tecnologia,iNZight
"10-9B1",10,Statistics Education with Technology and Multimedia Resources,"9B1: Mobilize: a Data Science Curriculum for 16-year-old students",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9B1.pdf,0,,,,,
"10-9B2",10,Statistics Education with Technology and Multimedia Resources,"9B2: Data Clubs for middle school youth: engaging young people in data science",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9B2.pdf,1,aluno,Básico,ferramenta,tecnologia,"Tinkerplots,CODAP"
"10-9B3",10,Statistics Education with Technology and Multimedia Resources,"9B3: Data Moves: one key to data science at the school level",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9B3.pdf,1,"aluno,professor",Básico,"ferramenta,conteúdo","conteúdo,tecnologia","Python,R,Jupyter,CODAP"
"10-9C1",10,Statistics Education with Technology and Multimedia Resources,"9C1: Code Sharing in Statistics Workshops",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9C1.pdf,1,"aluno,professor",Superior,conteúdo,conteúdo,"STATA,R"
"10-9C2",10,Statistics Education with Technology and Multimedia Resources,"9C2: Teaching with R – a curse or a blessing?",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9C2.pdf,1,aluno,"Básico,Superior",conteúdo,conteúdo,R
"10-9C3",10,Statistics Education with Technology and Multimedia Resources,"9C3: Modeling First: A Modeling Approach To Teaching Introductory Statistics",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9C3.pdf,0,,,,,
"10-9D1",10,Statistics Education with Technology and Multimedia Resources,"9D1: From co-created learning resources to personalised online courses for blended learning",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9D1.pdf,0,,,,,
"10-9D2",10,Statistics Education with Technology and Multimedia Resources,"9D2: Keeping students engaged with Shiny interactive tools",https://iase-web.org/icots/10/proceedings/pdfs/ICOTS10_9D2.pdf,1,aluno,Superior,ferramenta,tecnologia,"R Shiny,R"
